,accident_type,day_of_week,dca_code,road_geometry,light_condition,speed_zone,severity,node_type,deg_urban_name,road_type,month,hour
189845,6,0,174,5,3,100.0,0,N,MELB_URBAN,FREEWAY,4,20.0
189846,1,0,121,1,3,50.0,0,N,MELB_URBAN,DRIVE,4,20.0
189847,8,2,170,2,1,60.0,0,I,MELB_URBAN,ROAD,4,16.0
189848,1,5,121,4,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,20.0
189849,1,4,135,1,1,60.0,0,N,MELB_URBAN,ROAD,12,8.0
189850,8,6,99,5,9,60.0,0,N,RURAL_VICTORIA,ROAD,4,11.0
189851,1,2,130,1,1,80.0,0,I,MELB_URBAN,ROAD,4,8.0
189852,1,1,130,5,1,70.0,0,N,MELB_URBAN,ROAD,3,16.0
189853,1,1,111,1,1,80.0,0,I,RURAL_VICTORIA,ROAD,4,16.0
189854,1,3,130,1,1,80.0,0,I,SMALL_CITIES,HIGHWAY,4,12.0
189855,1,1,130,5,1,70.0,0,N,MELB_URBAN,STREET,4,6.0
189856,2,1,100,5,1,40.0,0,N,MELB_URBAN,STREET,4,6.0
189857,1,3,110,1,1,100.0,0,I,RURAL_VICTORIA,HIGHWAY,1,8.0
189858,1,1,120,5,1,60.0,0,N,MELB_URBAN,ROAD,4,9.0
189859,1,2,130,5,1,100.0,0,N,MELB_URBAN,ROAD,4,9.0
189860,1,2,113,2,1,60.0,0,I,SMALL_CITIES,ROAD,4,7.0
189861,1,6,160,5,1,50.0,0,N,MELB_URBAN,ROAD,4,9.0
189862,1,5,130,5,1,50.0,0,N,TOWNS,STREET,4,15.0
189863,4,1,99,2,1,50.0,0,N,SMALL_CITIES,OTHER,4,16.0
189864,1,1,110,1,9,60.0,0,I,MELB_URBAN,STREET,4,17.0
189865,1,1,116,1,3,50.0,0,I,RURAL_VICTORIA,STREET,4,18.0
189866,2,2,100,2,1,40.0,0,I,MELBOURNE_CBD,STREET,4,15.0
189867,1,2,121,5,1,60.0,0,N,MELB_URBAN,ROAD,4,16.0
189868,1,2,99,2,1,50.0,0,N,MELB_URBAN,ROAD,4,14.0
189869,1,2,110,1,2,50.0,0,I,MELB_URBAN,STREET,4,18.0
189870,1,2,163,5,1,60.0,0,N,MELB_URBAN,STREET,4,13.0
189871,3,2,167,5,5,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,19.0
189872,4,2,183,2,3,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,19.0
189873,4,2,171,5,1,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,15.0
189874,1,1,113,2,3,60.0,0,I,MELB_URBAN,ROAD,4,20.0
189875,1,1,121,1,1,60.0,0,I,MELB_URBAN,AVENUE,4,15.0
189876,1,2,99,5,3,60.0,0,N,MELB_URBAN,ROAD,4,21.0
189877,4,2,171,5,3,60.0,0,N,LARGE_PROVINCIAL_CITIES,ROAD,4,22.0
189878,1,3,147,5,2,50.0,0,N,MELB_URBAN,ROAD,4,7.0
189879,1,3,132,1,1,100.0,0,I,RURAL_VICTORIA,HIGHWAY,4,8.0
189880,2,3,99,5,1,60.0,0,N,MELB_URBAN,STREET,4,6.0
189881,1,3,110,1,1,50.0,0,I,MELB_URBAN,STREET,4,10.0
189882,4,3,173,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,8.0
189883,1,1,130,5,1,60.0,0,N,MELB_URBAN,OTHER,4,18.0
189884,6,5,184,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,14.0
189885,1,6,111,2,1,50.0,0,I,MELB_URBAN,AVENUE,1,11.0
189886,4,3,173,1,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,11.0
189887,1,3,110,1,1,80.0,0,I,TOWNS,ROAD,4,11.0
189888,1,2,120,5,1,40.0,0,N,MELB_URBAN,DRIVE,4,13.0
189889,1,1,130,5,3,80.0,0,N,MELB_URBAN,ROAD,4,18.0
189890,1,6,132,1,1,60.0,0,I,MELB_URBAN,STREET,1,18.0
189891,4,5,181,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,12.0
189892,1,3,99,5,1,80.0,0,N,RURAL_VICTORIA,HIGHWAY,4,14.0
189893,1,7,121,5,1,60.0,0,N,MELB_URBAN,ROAD,4,10.0
189894,1,2,130,5,1,100.0,0,N,MELB_URBAN,FREEWAY,4,15.0
189895,1,3,147,5,1,50.0,0,N,MELB_URBAN,ROAD,4,15.0
189896,1,3,130,1,1,60.0,0,N,MELB_URBAN,ROAD,4,15.0
189897,6,3,99,2,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,16.0
189898,1,2,113,2,1,50.0,0,I,MELB_URBAN,STREET,4,16.0
189899,2,3,99,5,1,60.0,0,N,TOWNS,ROAD,4,12.0
189900,2,3,99,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,17.0
189901,1,2,130,5,1,50.0,0,I,MELB_URBAN,ROAD,4,15.0
189902,1,3,121,1,3,60.0,0,O,MELB_URBAN,UNKNOWN,4,18.0
189903,4,2,171,5,1,60.0,0,N,MELB_URBAN,ROAD,4,11.0
189904,1,2,121,1,3,50.0,0,I,MELB_URBAN,ROAD,4,19.0
189905,2,2,100,1,1,50.0,0,N,MELB_URBAN,STREET,4,15.0
189906,1,3,120,5,5,80.0,0,N,RURAL_VICTORIA,HIGHWAY,4,18.0
189907,2,3,102,2,3,60.0,0,I,MELB_URBAN,ROAD,4,19.0
189908,1,3,110,1,3,50.0,1,I,TOWNS,STREET,4,18.0
189909,1,3,113,1,2,50.0,0,I,MELB_URBAN,STREET,4,17.0
189910,1,2,121,4,3,60.0,0,I,MELB_URBAN,AVENUE,4,20.0
189911,1,2,99,2,3,60.0,0,I,MELB_URBAN,STREET,4,19.0
189912,1,3,120,5,5,80.0,0,N,RURAL_VICTORIA,ROAD,4,6.0
189913,2,3,99,5,5,50.0,0,N,SMALL_TOWNS,DRIVE,4,20.0
189914,1,3,140,5,1,100.0,1,N,RURAL_VICTORIA,ROAD,4,14.0
189915,1,1,99,5,1,80.0,0,N,MELB_URBAN,RAMP,2,12.0
189916,1,2,130,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,14.0
189917,1,3,147,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,STREET,4,15.0
189918,1,4,113,1,1,50.0,0,I,MELB_URBAN,STREET,4,8.0
189919,1,1,130,2,1,60.0,0,N,MELB_URBAN,ROAD,3,15.0
189920,1,3,99,1,1,60.0,0,N,MELB_URBAN,ROAD,4,8.0
189921,1,3,130,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,ROAD,4,9.0
189922,1,3,160,5,1,50.0,0,N,MELB_URBAN,OTHER,4,11.0
189923,4,3,173,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,9.0
189924,1,3,130,5,1,80.0,0,N,MELB_URBAN,HIGHWAY,4,8.0
189925,1,4,111,2,1,60.0,0,I,MELB_URBAN,ROAD,3,8.0
189926,8,4,170,5,1,60.0,0,N,MELB_URBAN,PARADE,4,11.0
189927,1,4,130,1,1,60.0,0,I,MELB_URBAN,ROAD,4,7.0
189928,2,4,100,5,1,40.0,0,N,MELB_URBAN,STREET,4,11.0
189929,8,1,174,2,1,60.0,0,I,MELB_URBAN,ROAD,4,13.0
189930,1,5,116,2,9,60.0,0,N,RURAL_VICTORIA,HIGHWAY,4,14.0
189931,1,4,113,2,1,80.0,0,I,MELB_URBAN,ROAD,4,8.0
189932,1,3,147,5,1,50.0,0,N,MELB_URBAN,DRIVE,4,12.0
189933,4,4,183,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,9.0
189934,1,3,99,2,1,50.0,0,I,MELB_URBAN,AVENUE,4,15.0
189935,3,0,167,5,6,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,19.0
189936,1,2,140,5,1,60.0,0,N,MELB_URBAN,ROAD,3,7.0
189937,2,1,99,5,2,50.0,0,N,SMALL_CITIES,DRIVE,4,17.0
189938,5,4,99,5,1,60.0,0,N,RURAL_VICTORIA,OTHER,4,10.0
189939,2,3,99,2,9,60.0,0,N,MELB_URBAN,STREET,4,10.0
189940,2,3,102,1,1,40.0,0,N,MELBOURNE_CBD,STREET,4,16.0
189941,1,4,110,1,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,16.0
189942,2,5,100,2,1,50.0,0,I,MELB_URBAN,ROAD,2,12.0
189943,1,6,121,1,2,60.0,0,I,MELB_URBAN,STREET,4,17.0
189944,1,4,121,2,1,80.0,0,I,MELB_URBAN,ROAD,4,14.0
189945,1,4,130,5,3,80.0,0,N,MELB_URBAN,ROAD,4,18.0
189946,1,4,130,2,1,80.0,0,N,MELB_URBAN,ROAD,4,16.0
189947,1,3,121,2,1,60.0,0,I,MELB_URBAN,STREET,4,7.0
189948,1,3,147,5,1,80.0,0,N,MELB_URBAN,ROAD,4,15.0
189949,2,1,100,5,9,60.0,0,N,MELB_URBAN,DRIVE,4,6.0
189950,1,4,130,5,3,80.0,0,N,MELB_URBAN,ROAD,4,19.0
189951,1,4,121,1,1,60.0,0,I,MELB_URBAN,STREET,4,16.0
189952,1,4,110,1,3,60.0,0,I,MELB_URBAN,ROAD,4,20.0
189953,1,3,121,2,3,80.0,0,I,MELB_URBAN,HIGHWAY,4,18.0
189954,1,3,99,2,3,40.0,0,I,MELB_URBAN,AVENUE,4,20.0
189955,4,4,181,5,3,60.0,0,N,MELB_URBAN,ROAD,4,20.0
189956,2,4,100,2,1,40.0,0,I,MELB_URBAN,STREET,4,16.0
189957,4,4,183,5,5,80.0,0,N,MELB_URBAN,RAMP,4,23.0
189958,1,4,111,1,1,50.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,12.0
189959,1,5,130,5,2,100.0,0,N,RURAL_VICTORIA,FREEWAY,4,6.0
189960,1,5,121,5,1,40.0,0,N,MELB_URBAN,STREET,4,8.0
189961,4,5,171,5,1,40.0,0,N,MELB_URBAN,ROAD,4,7.0
189962,1,1,130,5,1,100.0,0,N,MELB_URBAN,ROAD,11,16.0
189963,4,5,99,5,5,40.0,0,N,RURAL_VICTORIA,UNKNOWN,4,22.0
189964,8,6,174,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,11.0
189965,1,4,130,1,1,80.0,0,I,MELB_URBAN,ROAD,4,9.0
189966,1,3,160,5,1,40.0,0,N,MELB_URBAN,BOULEVARD,4,14.0
189967,1,4,121,1,1,50.0,0,I,MELB_URBAN,ROAD,4,8.0
189968,2,6,100,1,2,50.0,0,N,TOWNS,STREET,4,17.0
189969,1,4,111,1,1,50.0,0,I,MELB_URBAN,ROAD,4,10.0
189970,2,5,102,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,AVENUE,4,12.0
189971,1,2,130,5,1,80.0,0,N,MELB_URBAN,ROAD,4,15.0
189972,8,5,174,2,1,50.0,0,I,TOWNS,ROAD,4,17.0
189973,3,6,167,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,9.0
189974,1,6,99,2,1,60.0,0,I,MELB_URBAN,ROAD,3,14.0
189975,1,1,99,2,1,40.0,0,I,MELB_URBAN,ROAD,4,15.0
189976,1,4,130,5,1,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,8.0
189977,6,4,170,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,13.0
189978,2,3,100,5,1,40.0,0,N,LARGE_PROVINCIAL_CITIES,STREET,4,13.0
189979,4,5,171,5,1,100.0,0,N,MELB_URBAN,HIGHWAY,4,12.0
189980,1,4,140,1,1,60.0,0,I,MELB_URBAN,STREET,4,15.0
189981,2,5,100,1,1,60.0,0,I,MELB_URBAN,STREET,4,16.0
189982,1,5,130,1,1,80.0,0,N,MELB_URBAN,ROAD,4,14.0
189983,1,4,147,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,ROAD,4,16.0
189984,1,4,135,5,5,110.0,0,N,LARGE_PROVINCIAL_CITIES,FREEWAY,3,20.0
189985,1,5,110,1,3,50.0,0,I,MELB_URBAN,ROAD,4,18.0
189986,1,5,121,1,3,60.0,0,I,MELB_URBAN,HIGHWAY,4,19.0
189987,1,4,130,5,1,80.0,0,N,MELB_URBAN,ROAD,4,15.0
189988,1,5,120,5,1,100.0,1,I,RURAL_VICTORIA,ROAD,4,16.0
189989,1,5,130,5,1,100.0,0,N,MELB_URBAN,FREEWAY,4,17.0
189990,8,5,99,5,5,60.0,0,N,RURAL_VICTORIA,ROAD,4,18.0
189991,1,5,111,2,3,70.0,0,N,MELB_URBAN,ROAD,4,18.0
189992,1,3,130,2,1,80.0,0,I,MELB_URBAN,ROAD,4,17.0
189993,8,5,184,5,3,60.0,0,N,MELB_URBAN,ROAD,4,20.0
189994,4,5,173,1,3,80.0,0,I,RURAL_VICTORIA,ROAD,4,0.0
189995,2,5,99,5,3,40.0,0,N,MELB_URBAN,STREET,4,1.0
189996,4,6,183,5,5,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,3.0
189997,1,3,99,5,1,60.0,0,N,MELB_URBAN,OTHER,4,13.0
189998,7,0,99,1,1,40.0,0,N,MELB_URBAN,STREET,4,12.0
189999,1,5,130,1,1,60.0,0,I,MELB_URBAN,ROAD,4,7.0
190000,1,5,110,1,1,60.0,0,I,TOWNS,STREET,4,10.0
190001,8,5,174,1,1,60.0,0,I,TOWNS,ROAD,4,11.0
190002,1,5,110,1,1,50.0,0,I,MELB_URBAN,ROAD,4,12.0
190003,1,6,110,1,1,60.0,0,I,MELB_URBAN,ROAD,4,16.0
190004,1,5,160,5,1,60.0,0,N,TOWNS,STREET,4,12.0
190005,1,6,130,5,1,60.0,0,N,MELB_URBAN,OTHER,4,11.0
190006,1,4,132,5,3,30.0,0,N,SMALL_CITIES,AVENUE,4,21.0
190007,1,6,120,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,15.0
190008,2,6,102,5,2,50.0,0,N,TOWNS,STREET,4,16.0
190009,2,6,102,1,3,40.0,0,I,MELB_URBAN,ROAD,4,18.0
190010,1,6,110,1,3,50.0,0,I,MELB_URBAN,ROAD,4,17.0
190011,4,6,171,5,2,90.0,0,N,RURAL_VICTORIA,ROAD,4,5.0
190012,6,6,99,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,19.0
190013,1,6,160,5,3,50.0,0,N,MELB_URBAN,STREET,4,19.0
190014,1,6,121,1,3,40.0,0,N,MELB_URBAN,STREET,4,20.0
190015,4,5,171,5,2,60.0,0,N,MELB_URBAN,ROAD,4,17.0
190016,1,6,130,5,3,60.0,0,N,MELB_URBAN,STREET,4,20.0
190017,1,6,113,2,3,80.0,0,I,MELB_URBAN,ROAD,4,19.0
190018,1,6,121,4,3,80.0,0,I,MELB_URBAN,ROAD,4,18.0
190019,1,5,160,5,3,30.0,0,N,MELB_URBAN,STREET,4,23.0
190020,4,6,181,5,5,80.0,0,N,RURAL_VICTORIA,ROAD,4,22.0
190021,1,6,140,2,3,40.0,0,I,MELBOURNE_CBD,STREET,4,22.0
190022,4,7,173,5,3,60.0,0,N,TOWNS,STREET,4,0.0
190023,1,7,130,5,5,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,1.0
190024,1,6,120,5,6,60.0,0,N,MELB_URBAN,ROAD,4,4.0
190025,4,7,183,5,1,100.0,0,N,LARGE_PROVINCIAL_CITIES,ROAD,4,8.0
190026,1,7,113,2,1,60.0,0,I,MELB_URBAN,HIGHWAY,4,8.0
190027,1,7,130,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,9.0
190028,1,7,147,5,1,60.0,0,N,MELB_URBAN,ROAD,4,8.0
190029,1,7,110,1,1,60.0,0,I,TOWNS,ROAD,4,10.0
190030,4,6,181,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,15.0
190031,1,1,140,5,2,50.0,0,N,SMALL_CITIES,STREET,4,17.0
190032,1,6,110,1,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,13.0
190033,4,4,181,5,5,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,20.0
190034,8,7,184,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,12.0
190035,1,7,147,5,1,60.0,0,N,MELB_URBAN,STREET,4,13.0
190036,2,7,102,2,1,60.0,0,I,MELB_URBAN,ROAD,4,14.0
190037,4,7,181,5,1,80.0,0,N,MELB_URBAN,RAMP,4,14.0
190038,1,6,121,2,1,50.0,0,I,MELB_URBAN,STREET,4,12.0
190039,1,7,120,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,13.0
190040,2,7,99,5,1,50.0,0,N,MELB_URBAN,ROAD,4,16.0
190041,1,7,113,2,1,50.0,0,I,MELB_URBAN,ROAD,4,15.0
190042,1,6,113,2,3,60.0,0,I,MELB_URBAN,ROAD,4,17.0
190043,2,7,102,2,1,60.0,0,I,MELBOURNE_CBD,OTHER,4,13.0
190044,4,6,99,5,3,70.0,0,N,MELB_URBAN,ROAD,4,18.0
190045,1,7,99,5,3,50.0,0,N,MELB_URBAN,STREET,4,19.0
190046,1,7,111,1,3,60.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,4,18.0
190047,2,7,99,5,3,50.0,0,N,TOWNS,ROAD,4,18.0
190048,1,7,99,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,13.0
190049,1,6,121,1,3,60.0,0,I,MELB_URBAN,PARADE,4,20.0
190050,1,6,130,5,5,80.0,0,N,RURAL_VICTORIA,ROAD,4,18.0
190051,1,7,130,2,3,80.0,0,I,MELB_URBAN,ROAD,4,19.0
190052,5,6,99,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,17.0
190053,1,5,133,2,3,60.0,0,I,MELB_URBAN,STREET,4,20.0
190054,1,7,120,5,3,60.0,0,N,MELB_URBAN,ROAD,4,20.0
190055,4,1,99,2,5,100.0,0,I,RURAL_VICTORIA,ROAD,4,0.0
190056,1,5,130,2,1,60.0,0,I,MELB_URBAN,PARADE,3,15.0
190057,1,4,110,1,2,60.0,0,I,MELB_URBAN,ROAD,4,17.0
190058,1,2,110,1,2,80.0,0,N,MELB_URBAN,DRIVE,11,7.0
190059,1,1,99,2,3,60.0,0,I,MELB_URBAN,ROAD,4,6.0
190060,1,1,99,4,1,60.0,0,I,MELB_URBAN,RAMP,4,9.0
190061,6,1,184,2,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,10.0
190062,6,1,99,5,1,50.0,0,N,LARGE_PROVINCIAL_CITIES,AVENUE,4,10.0
190063,1,1,110,1,1,60.0,0,I,RURAL_VICTORIA,ROAD,4,12.0
190064,5,1,99,5,1,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,12.0
190065,1,1,130,5,1,100.0,0,N,SMALL_CITIES,FREEWAY,4,14.0
190066,4,1,181,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,12.0
190067,6,0,99,5,1,60.0,0,N,MELB_URBAN,ROAD,12,16.0
190068,2,0,99,2,1,40.0,0,N,MELB_URBAN,STREET,4,14.0
190069,1,1,134,5,1,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,14.0
190070,4,1,173,5,1,70.0,0,N,LARGE_PROVINCIAL_CITIES,OTHER,4,13.0
190071,1,1,121,2,3,50.0,0,I,MELB_URBAN,OTHER,4,18.0
190072,1,7,130,2,3,60.0,0,I,MELB_URBAN,PARADE,4,18.0
190073,2,5,102,2,1,40.0,0,N,MELB_URBAN,PARADE,4,13.0
190074,1,1,130,1,3,70.0,0,N,MELB_URBAN,ROAD,4,19.0
190075,1,0,121,2,1,70.0,0,I,MELB_URBAN,ROAD,4,17.0
190076,1,2,111,1,1,50.0,0,I,MELB_URBAN,STREET,4,8.0
190077,1,1,121,2,3,60.0,1,I,SMALL_CITIES,DRIVE,4,18.0
190078,1,0,130,5,3,80.0,0,N,MELB_URBAN,ROAD,4,21.0
190079,1,1,99,1,3,40.0,0,I,MELB_URBAN,STREET,4,20.0
190080,1,1,110,1,3,60.0,0,I,MELB_URBAN,ROAD,4,21.0
190081,1,1,133,5,3,60.0,0,N,MELB_URBAN,ROAD,4,23.0
190082,8,1,184,2,1,50.0,0,I,MELB_URBAN,DRIVE,4,9.0
190083,4,1,183,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,12.0
190084,8,1,174,4,3,40.0,0,N,MELB_URBAN,ROAD,4,19.0
190085,1,1,160,5,3,60.0,0,N,MELB_URBAN,ROAD,4,19.0
190086,1,2,121,1,2,70.0,0,I,MELB_URBAN,ROAD,4,7.0
190087,1,0,130,1,1,60.0,0,N,MELB_URBAN,ROAD,3,12.0
190088,1,3,130,5,9,60.0,0,N,MELB_URBAN,ROAD,3,14.0
190089,1,2,130,5,1,60.0,0,N,MELB_URBAN,ROAD,4,8.0
190090,1,2,135,5,3,80.0,0,N,MELB_URBAN,FREEWAY,4,6.0
190091,6,1,99,1,3,40.0,0,I,MELB_URBAN,STREET,3,3.0
190092,1,1,130,5,1,60.0,0,N,MELB_URBAN,HIGHWAY,4,9.0
190093,1,2,147,5,1,60.0,0,N,MELB_URBAN,ROAD,4,8.0
190094,8,6,174,1,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,STREET,4,18.0
190095,3,7,167,5,1,60.0,0,N,RURAL_VICTORIA,OTHER,1,8.0
190096,2,5,100,1,1,60.0,0,I,MELB_URBAN,ROAD,4,16.0
190097,1,2,133,5,1,80.0,1,N,MELB_URBAN,ROAD,4,9.0
190098,4,2,171,5,1,100.0,0,N,MELB_URBAN,HIGHWAY,4,12.0
190099,1,4,130,1,9,60.0,0,I,SMALL_CITIES,STREET,3,21.0
190100,8,6,174,2,1,60.0,0,I,RURAL_VICTORIA,HIGHWAY,4,14.0
190101,1,1,147,5,1,60.0,0,N,MELB_URBAN,ROAD,4,11.0
190102,1,2,130,5,1,100.0,0,N,MELB_URBAN,ROAD,4,11.0
190103,4,1,183,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,11.0
190104,1,4,135,5,1,60.0,0,N,MELBOURNE_CBD,STREET,3,15.0
190105,8,2,99,2,1,50.0,0,I,LARGE_PROVINCIAL_CITIES,AVENUE,4,13.0
190106,4,0,99,2,1,50.0,0,I,MELB_URBAN,STREET,4,12.0
190107,1,6,113,1,9,60.0,0,I,RURAL_VICTORIA,ROAD,4,16.0
190108,1,1,121,4,1,60.0,0,I,MELB_URBAN,ROAD,4,8.0
190109,4,2,99,5,1,50.0,0,N,MELB_URBAN,AVENUE,4,16.0
190110,8,2,174,5,1,60.0,0,N,MELB_URBAN,ROAD,4,15.0
190111,1,2,134,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,14.0
190112,6,4,99,5,1,60.0,0,N,SMALL_CITIES,DRIVE,4,7.0
190113,1,2,110,1,1,80.0,0,I,RURAL_VICTORIA,ROAD,4,14.0
190114,2,2,99,2,9,60.0,0,N,MELB_URBAN,ROAD,4,18.0
190115,1,2,120,5,1,70.0,0,N,MELB_URBAN,ROAD,4,12.0
190116,1,1,130,5,1,40.0,0,N,RURAL_VICTORIA,ROAD,4,14.0
190117,1,1,140,5,1,50.0,0,N,MELB_URBAN,ROAD,4,16.0
190118,1,4,99,1,1,70.0,0,I,MELB_URBAN,ROAD,4,16.0
190119,1,1,135,5,1,80.0,0,N,MELB_URBAN,ROAD,4,16.0
190120,1,5,130,5,2,80.0,0,N,MELB_URBAN,HIGHWAY,4,17.0
190121,1,3,121,2,2,60.0,0,I,MELB_URBAN,STREET,4,18.0
190122,1,4,130,5,6,60.0,0,N,MELB_URBAN,STREET,4,20.0
190123,2,2,99,5,1,40.0,0,N,MELB_URBAN,DRIVE,4,17.0
190124,8,2,99,5,2,100.0,0,N,RURAL_VICTORIA,ROAD,4,17.0
190125,1,2,99,2,1,50.0,0,I,SMALL_CITIES,STREET,4,15.0
190126,1,2,130,5,5,80.0,0,N,MELB_URBAN,FREEWAY,4,19.0
190127,1,2,130,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,14.0
190128,1,2,130,5,9,100.0,0,N,MELB_URBAN,RAMP,4,7.0
190129,4,1,173,5,3,50.0,0,N,MELB_URBAN,STREET,4,18.0
190130,1,2,140,2,3,60.0,0,I,MELB_URBAN,STREET,4,22.0
190131,1,3,130,5,3,40.0,0,N,MELB_URBAN,STREET,4,1.0
190132,1,5,183,5,1,110.0,0,N,RURAL_VICTORIA,RAMP,4,14.0
190133,2,4,100,1,1,40.0,0,I,MELB_URBAN,ROAD,4,13.0
190134,1,2,113,2,1,60.0,0,I,MELB_URBAN,AVENUE,4,8.0
190135,4,2,183,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,9.0
190136,1,3,130,5,1,60.0,0,N,MELB_URBAN,ROAD,4,8.0
190137,8,2,174,1,1,50.0,0,I,MELB_URBAN,ROAD,4,7.0
190138,6,2,99,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,9.0
190139,1,2,135,1,1,60.0,0,N,MELB_URBAN,AVENUE,11,15.0
190140,1,1,99,2,3,60.0,0,N,MELB_URBAN,ROAD,4,6.0
190141,1,3,120,5,1,70.0,0,N,RURAL_VICTORIA,ROAD,4,6.0
190142,1,5,110,1,6,50.0,0,I,MELB_URBAN,STREET,4,21.0
190143,1,1,130,2,9,60.0,0,I,MELB_URBAN,ROAD,4,10.0
190144,1,2,99,5,1,40.0,0,N,MELB_URBAN,STREET,4,7.0
190145,6,4,170,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,11.0
190146,4,3,183,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,10.0
190147,1,6,130,1,3,70.0,0,I,MELB_URBAN,ROAD,4,18.0
190148,1,3,99,1,1,40.0,0,I,MELB_URBAN,STREET,4,12.0
190149,1,3,120,5,1,60.0,0,O,MELB_URBAN,ROAD,4,11.0
190150,1,2,160,5,1,40.0,0,N,MELB_URBAN,DRIVE,4,14.0
190151,1,3,130,2,1,60.0,0,I,MELB_URBAN,ROAD,4,15.0
190152,1,3,110,1,1,80.0,0,I,RURAL_VICTORIA,ROAD,4,14.0
190153,1,0,132,2,2,60.0,0,I,MELB_URBAN,ROAD,2,18.0
190154,1,3,134,2,2,60.0,0,N,MELB_URBAN,ROAD,4,6.0
190155,1,5,130,2,3,60.0,0,N,RURAL_VICTORIA,ROAD,4,19.0
190156,1,6,140,5,5,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,21.0
190157,4,3,183,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,13.0
190158,2,2,99,5,1,60.0,0,N,MELB_URBAN,DRIVE,4,15.0
190159,1,3,160,5,1,50.0,0,N,MELB_URBAN,AVENUE,4,15.0
190160,1,3,113,4,9,60.0,0,I,MELB_URBAN,ROAD,4,11.0
190161,1,3,130,2,3,70.0,0,N,MELB_URBAN,ROAD,4,18.0
190162,1,2,121,5,3,80.0,0,N,MELB_URBAN,HIGHWAY,4,19.0
190163,1,2,132,5,1,80.0,0,N,RURAL_VICTORIA,STREET,4,16.0
190164,4,3,171,5,3,50.0,0,N,MELB_URBAN,STREET,4,18.0
190165,1,3,99,2,3,70.0,0,I,MELB_URBAN,ROAD,4,19.0
190166,2,3,99,5,2,100.0,0,N,RURAL_VICTORIA,ROAD,4,17.0
190167,1,5,130,5,1,60.0,0,N,MELB_URBAN,ROAD,4,15.0
190168,4,3,171,5,1,50.0,0,N,MELB_URBAN,ROAD,4,14.0
190169,1,3,134,5,9,80.0,0,N,MELB_URBAN,HIGHWAY,4,9.0
190170,6,3,99,5,6,60.0,0,N,MELB_URBAN,AVENUE,2,21.0
190171,8,4,174,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,13.0
190172,1,1,113,4,3,60.0,0,I,SMALL_CITIES,RAMP,4,5.0
